Plot,Subplot,Species,Light_ISF,Core,Soil,Adult,AMF,EMF,NSC,Outcome
4,D,Prunus serotina,0.073,2016,Acer saccharum,1323,30.16,,6.92,1.0
4,D,Prunus serotina,0.073,2017,Populus grandidentata,891,34.5,,7.05,1.0
4,B,Prunus serotina,0.076,2017,Acer saccharum,1757,29.98,,6.93,1.0
4,B,Prunus serotina,0.076,2016,Quercus rubra,970,19.85,,10.9,1.0
4,B,Prunus serotina,0.076,2016,Prunus serotina,689,35.51,,7.05,1.0
4,B,Prunus serotina,0.076,2016,Quercus alba,1297,20.69,,8.04,1.0
4,D,Prunus serotina,0.073,2017,Quercus rubra,1454,31.46,,11.5,1.0
4,D,Prunus serotina,0.073,2016,Quercus alba,1205,20.12,,8.14,1.0
18,A,Quercus alba,0.141,2017,Quercus rubra,1454,11.37,42.18,19.46,0.0
4,D,Prunus serotina,0.073,2017,Populus grandidentata,118,34.5,,7.05,1.0
4,B,Prunus serotina,0.076,2017,Quercus rubra,1688,19.85,,10.9,1.0
4,B,Prunus serotina,0.076,2016,Quercus alba,415,20.69,,8.04,1.0
4,D,Prunus serotina,0.073,2016,Acer saccharum,561,30.16,,6.92,1.0
18,A,Quercus rubra,0.141,2017,Prunus serotina,689,19.22,40.07,20.76,0.0
5,A,Prunus serotina,0.086,2017,Quercus rubra,1454,32.51,,13.43,1.0
18,C,Quercus alba,0.14,2016,Quercus rubra,1688,12.03,43.39,19.35,0.0
5,C,Prunus serotina,0.098,2017,Prunus serotina,H,24.19,,13.92,1.0
18,C,Prunus serotina,0.14,2017,Sterile,1027,18.16,,11.98,0.0
5,A,Prunus serotina,0.086,2016,Acer saccharum,1757,35.87,,13.55,1.0
5,A,Prunus serotina,0.086,2016,Populus grandidentata,1201,38.2,,11.2,1.0
5,A,Prunus serotina,0.086,2017,Prunus serotina,I,22.89,,13.72,1.0
18,A,Quercus alba,0.141,2017,Sterile,415,17.52,22.89,22.98,0.0
5,A,Prunus serotina,0.086,2016,Populus grandidentata,285,38.2,,11.2,1.0
5,C,Prunus serotina,0.098,2017,Quercus alba,1297,31.24,,13.49,1.0
5,A,Prunus serotina,0.086,2017,Populus grandidentata,118,38.2,,11.2,1.0
5,A,Prunus serotina,0.086,2017,Prunus serotina,G,22.89,,13.72,1.0
18,A,Quercus alba,0.141,2016,Quercus alba,1478,18.0,40.02,20.77,0.0
18,C,Quercus rubra,0.14,2017,Sterile,984,17.96,15.0,17.87,0.0
5,C,Prunus serotina,0.098,2017,Prunus serotina,J,24.19,,13.92,1.0
5,C,Prunus serotina,0.098,2017,Quercus rubra,970,32.09,,13.71,1.0
5,A,Prunus serotina,0.086,2016,Prunus serotina,1027,22.89,,13.72,1.0
5,C,Prunus serotina,0.098,2017,Quercus rubra,984,32.09,,13.71,1.0
5,C,Prunus serotina,0.098,2017,Acer saccharum,961,39.62,,13.38,1.0
5,B,Prunus serotina,0.091,2017,Populus grandidentata,394,36.76,,11.67,1.0
5,D,Prunus serotina,0.103,2016,Quercus rubra,1688,32.24,,13.74,1.0
18,A,Quercus rubra,0.141,2016,Populus grandidentata,285,24.44,42.61,21.96,0.0
5,B,Prunus serotina,0.091,2017,Quercus rubra,1595,38.45,,13.74,1.0
5,B,Prunus serotina,0.091,2016,Acer saccharum,275,36.61,,13.69,1.0
5,D,Prunus serotina,0.103,2017,Quercus alba,1478,32.23,,13.59,1.0
5,D,Prunus serotina,0.103,2017,Quercus rubra,921,32.24,,13.74,1.0
5,D,Prunus serotina,0.103,2017,Quercus alba,415,32.23,,13.59,1.0
5,B,Prunus serotina,0.091,2017,Populus grandidentata,891,36.76,,11.67,1.0
18,C,Quercus rubra,0.14,2017,Acer rubrum,1332,16.75,43.99,20.91,0.0
18,A,Quercus alba,0.141,2017,Sterile,1478,17.52,22.89,22.98,0.0
18,A,Quercus rubra,0.141,2017,Sterile,1595,18.88,17.6,18.84,1.0
5,B,Prunus serotina,0.091,2016,Quercus alba,1320,29.9,,13.61,1.0
6,A,Prunus serotina,0.065,2017,Acer saccharum,1323,32.22,,10.95,1.0
6,A,Prunus serotina,0.065,2017,Populus grandidentata,285,33.09,,6.81,1.0
6,C,Prunus serotina,0.087,2016,Populus grandidentata,891,38.92,,11.62,1.0
18,E,Quercus rubra,0.148,2017,Prunus serotina,I,25.76,40.01,16.41,0.0
6,C,Prunus serotina,0.087,2016,Quercus rubra,984,36.65,,13.72,1.0
6,A,Prunus serotina,0.065,2017,Acer saccharum,1330,32.22,,10.95,1.0
18,C,Quercus alba,0.14,2017,Sterile,1320,16.66,22.28,23.19,1.0
6,A,Prunus serotina,0.065,2017,Quercus alba,1715,25.23,,11.29,1.0
6,C,Prunus serotina,0.087,2017,Quercus rubra,1595,36.65,,13.72,1.0
6,A,Prunus serotina,0.065,2017,Quercus alba,1205,25.23,,11.29,1.0
6,C,Prunus serotina,0.087,2016,Quercus alba,1320,28.46,,13.66,1.0
18,B,Quercus rubra,0.138,2017,Quercus alba,1297,17.28,37.69,17.79,0.0
6,A,Prunus serotina,0.065,2016,Quercus rubra,1688,32.61,,11.57,1.0
6,C,Prunus serotina,0.087,2017,Quercus alba,415,28.46,,13.66,1.0
6,C,Prunus serotina,0.087,2017,Prunus serotina,G,22.46,,14.03,1.0
6,B,Prunus serotina,0.092,2016,Acer saccharum,275,40.28,,13.45,1.0
6,E,Prunus serotina,0.091,2017,Acer saccharum,561,36.61,,13.69,1.0
6,E,Prunus serotina,0.091,2017,Prunus serotina,H,22.24,,13.96,1.0
6,D,Prunus serotina,0.09,2016,Populus grandidentata,277,38.04,,11.54,1.0
6,D,Prunus serotina,0.09,2016,Populus grandidentata,118,38.04,,11.54,1.0
18,D,Quercus alba,0.161,2017,Acer rubrum,1468,15.01,34.83,19.73,0.0
18,D,Quercus alba,0.161,2017,Quercus rubra,921,12.72,45.11,19.12,0.0
18,D,Quercus rubra,0.161,2017,Acer rubrum,1384,22.15,38.63,15.96,0.0
6,B,Prunus serotina,0.092,2017,Acer saccharum,1757,40.28,,13.45,1.0
6,D,Prunus serotina,0.09,2016,Quercus alba,1478,28.79,,13.66,1.0
6,B,Prunus serotina,0.092,2017,Prunus serotina,1027,21.54,,14.01,1.0
6,D,Prunus serotina,0.09,2017,Populus grandidentata,394,38.04,,11.54,1.0
18,D,Quercus alba,0.161,2016,Acer rubrum,1326,15.01,34.83,19.73,0.0
7,B,Prunus serotina,0.079,2017,Prunus serotina,G,34.48,,11.53,1.0
7,B,Prunus serotina,0.079,2016,Populus grandidentata,285,32.86,,9.77,1.0
7,B,Prunus serotina,0.079,2016,Populus grandidentata,1201,32.86,,9.77,1.0
7,D,Prunus serotina,0.08,2017,Acer saccharum,1330,31.81,,11.66,1.0
8,A,Prunus serotina,0.061,2016,Acer saccharum,561,37.23,,11.23,1.0
8,C,Prunus serotina,0.061,2017,Quercus alba,1715,25.93,,11.03,1.0
8,B,Prunus serotina,0.066,2016,Populus grandidentata,277,35.54,,7.05,1.0
8,D,Prunus serotina,0.063,2017,Prunus serotina,689,32.18,,6.74,1.0
8,B,Prunus serotina,0.066,2016,Acer saccharum,961,38.77,,11.21,1.0
8,B,Prunus serotina,0.066,2017,Quercus alba,1205,27.06,,11.47,1.0
9,A,Quercus alba,0.065,2016,Acer saccharum,961,20.85,26.83,15.84,1.0
9,C,Quercus alba,0.077,2016,Quercus alba,1478,14.72,31.23,16.2,1.0
9,D,Prunus serotina,0.073,2016,Acer saccharum,561,30.16,,6.92,1.0
9,B,Acer saccharum,0.074,2017,Prunus serotina,H,18.47,,11.92,1.0
9,B,Quercus rubra,0.074,2017,Sterile,1454,12.2,3.38,11.44,1.0
18,B,Quercus rubra,0.138,2017,Acer rubrum,1386,15.58,34.74,16.83,0.0
10,A,Prunus serotina,0.051,2017,Prunus serotina,G,28.58,,5.92,1.0
10,C,Prunus serotina,0.075,2017,Prunus serotina,I,34.64,,7.11,1.0
18,B,Quercus alba,0.138,2017,Quercus rubra,984,11.09,41.13,19.24,1.0
10,A,Prunus serotina,0.051,2016,Acer saccharum,561,38.84,,6.55,1.0
10,A,Prunus serotina,0.051,2016,Populus grandidentata,394,48.25,,8.52,1.0
10,A,Prunus serotina,0.051,2016,Quercus rubra,1688,30.59,,6.99,1.0
11,C,Prunus serotina,0.055,2016,Acer saccharum,961,45.58,,7.17,1.0
11,C,Prunus serotina,0.055,2017,Prunus serotina,1027,40.23,,6.35,1.0
18,B,Prunus serotina,0.138,2017,Quercus rubra,921,60.46,,12.24,0.0
11,A,Quercus alba,0.068,2017,Quercus rubra,1454,19.0,33.28,15.67,1.0
11,A,Acer saccharum,0.068,2016,Sterile,561,5.14,,9.89,1.0
18,D,Quercus alba,0.161,2017,Prunus serotina,689,24.4,33.79,22.05,1.0
11,D,Acer saccharum,0.05,2017,Sterile,1757,6.16,,9.54,1.0
18,B,Quercus rubra,0.138,2017,Sterile,970,18.91,11.16,16.51,0.0
18,B,Quercus rubra,0.138,2017,Acer rubrum,50,15.58,34.74,16.83,0.0
13,A,Prunus serotina,0.052,2017,Populus grandidentata,277,51.79,,9.6,1.0
18,D,Quercus alba,0.161,2017,Quercus alba,1297,17.55,40.64,19.98,0.0
13,C,Prunus serotina,0.087,2016,Populus grandidentata,118,38.92,,11.62,1.0
13,B,Prunus serotina,0.093,2017,Prunus serotina,H,22.16,,13.99,1.0
13,B,Prunus serotina,0.093,2016,Acer saccharum,1330,39.73,,13.73,1.0
13,B,Prunus serotina,0.093,2016,Populus grandidentata,285,33.75,,11.72,1.0
13,B,Prunus serotina,0.093,2016,Populus grandidentata,394,33.75,,11.72,1.0
14,C,Prunus serotina,0.053,2017,Acer saccharum,1757,45.33,,6.85,1.0
14,C,Prunus serotina,0.053,2017,Quercus rubra,984,29.53,,10.02,1.0
18,D,Prunus serotina,0.161,2017,Prunus serotina,689,43.09,,12.82,1.0
14,D,Prunus serotina,0.059,2016,Populus grandidentata,118,53.5,,6.47,1.0
15,A,Prunus serotina,0.087,2017,Quercus rubra,984,36.65,,13.72,1.0
15,A,Quercus alba,0.087,2017,Quercus rubra,984,21.02,35.22,19.21,1.0
18,D,Quercus rubra,0.161,2016,Populus grandidentata,118,19.76,43.87,12.23,0.0
18,D,Prunus serotina,0.161,2017,Quercus alba,1715,46.98,,12.31,0.0
18,D,Quercus rubra,0.161,2017,Acer saccharum,1757,30.27,29.91,17.49,0.0
15,B,Quercus alba,0.11,2017,Quercus rubra,970,16.55,34.62,19.03,1.0
18,D,Quercus alba,0.161,2016,Populus grandidentata,118,33.06,43.79,22.14,0.0
18,B,Quercus alba,0.138,2017,Quercus alba,1205,16.72,37.01,20.75,0.0
15,B,Quercus rubra,0.11,2017,Prunus serotina,I,24.8,27.82,15.39,1.0
18,D,Quercus alba,0.161,2016,Populus grandidentata,394,33.06,43.79,22.14,0.0
17,A,Acer saccharum,0.095,2017,Sterile,1757,6.89,,12.37,1.0
18,D,Quercus rubra,0.161,2016,Acer saccharum,1323,30.27,29.91,17.49,0.0
17,A,Prunus serotina,0.095,2017,Quercus rubra,984,35.08,,13.73,1.0
17,A,Quercus alba,0.095,2017,Quercus rubra,921,15.59,32.89,18.27,1.0
18,B,Acer saccharum,0.138,2016,Populus grandidentata,285,13.82,,12.46,1.0
17,C,Quercus alba,0.122,2017,Quercus rubra,1595,10.89,39.0,18.99,1.0
17,B,Prunus serotina,0.111,2017,Populus grandidentata,891,40.89,,11.88,1.0
17,D,Quercus alba,0.118,2017,Acer rubrum,1468,15.47,32.82,23.5,1.0
17,D,Quercus alba,0.118,2017,Quercus rubra,1454,11.96,37.67,19.1,1.0
18,D,Quercus alba,0.161,2017,Sterile,1297,16.99,22.51,21.36,
18,A,Prunus serotina,0.141,2016,Populus grandidentata,118,60.46,,11.82,1.0
